Case ID,Activity Name,Start Time,End Time
KRD_2024_009,Müdür Onayı,2024-02-02 09:00:00,2024-02-02 09:20:00
KRD_2024_009,Ödeme İşlemi,2024-02-02 11:00:00,2024-02-02 11:15:00
KRD_2024_009,Dosya Arşivleme,2024-02-02 16:45:00,2024-02-02 17:00:00
KRD_2024_010,Başvuru Alındı,2024-02-05 11:30:00,2024-02-05 11:45:00
KRD_2024_010,Başvuru Değerlendirme,2024-02-05 14:00:00,2024-02-05 16:00:00
KRD_2024_010,Belge Kontrolü,2024-02-06 09:00:00,2024-02-06 10:45:00
KRD_2024_010,Başvuru Reddi,2024-02-06 14:00:00,2024-02-06 14:45:00
KRD_2024_010,Dosya Arşivleme,2024-02-06 16:30:00,2024-02-06 16:45:00
KRD_2024_011,Başvuru Alındı,2024-02-06 15:15:00,2024-02-06 15:30:00
KRD_2024_011,Başvuru Değerlendirme,2024-02-07 09:30:00,2024-02-07 11:00:00
KRD_2024_011,Belge Kontrolü,2024-02-07 14:00:00,2024-02-07 15:15:00
KRD_2024_011,Hızlı Onay,2024-02-07 15:30:00,2024-02-07 15:40:00
KRD_2024_011,Ödeme İşlemi,2024-02-08 09:00:00,2024-02-08 09:30:00
KRD_2024_011,Dosya Arşivleme,2024-02-08 11:15:00,2024-02-08 11:30:00
KRD_2024_012,Başvuru Alındı,2024-02-08 10:00:00,2024-02-08 10:15:00
KRD_2024_012,Başvuru Değerlendirme,2024-02-08 11:00:00,2024-02-08 13:00:00
KRD_2024_012,Belge Kontrolü,2024-02-08 15:00:00,2024-02-08 16:45:00
KRD_2024_012,Üst Yönetici Onayı,2024-02-09 10:30:00,2024-02-09 11:00:00
KRD_2024_012,Ödeme İşlemi,2024-02-09 14:00:00,2024-02-09 14:30:00
KRD_2024_012,Dosya Arşivleme,2024-02-09 16:00:00,2024-02-09 16:15:00
KRD_2024_013,Başvuru Alındı,2024-02-12 09:45:00,2024-02-12 10:00:00
KRD_2024_013,Başvuru Değerlendirme,2024-02-12 11:00:00,2024-02-12 12:30:00
KRD_2024_013,Belge Kontrolü,2024-02-12 14:30:00,2024-02-12 16:00:00
KRD_2024_013,Eksik Belge Talebi,2024-02-12 16:15:00,2024-02-12 16:30:00
KRD_2024_013,Belge Tamamlama,2024-02-14 10:00:00,2024-02-14 10:45:00
KRD_2024_013,Müdür Onayı,2024-02-14 15:00:00,2024-02-14 15:20:00
KRD_2024_013,Ödeme İşlemi,2024-02-15 09:00:00,2024-02-15 09:45:00
KRD_2024_013,Dosya Arşivleme,2024-02-15 14:00:00,2024-02-15 14:15:00
KRD_2024_014,Başvuru Alındı,2024-02-13 14:30:00,2024-02-13 14:45:00
KRD_2024_014,Başvuru Değerlendirme,2024-02-14 09:00:00,2024-02-14 10:45:00
KRD_2024_014,Belge Kontrolü,2024-02-14 11:30:00,2024-02-14 12:45:00
KRD_2024_014,Müdür Onayı,2024-02-14 16:00:00,2024-02-14 16:15:00
KRD_2024_014,Ödeme İşlemi,2024-02-15 10:30:00,2024-02-15 11:00:00
KRD_2024_014,Dosya Arşivleme,2024-02-15 16:30:00,2024-02-15 16:45:00
KRD_2024_015,Başvuru Alındı,2024-02-15 11:15:00,2024-02-15 11:30:00
KRD_2024_015,Başvuru Değerlendirme,2024-02-15 14:00:00,2024-02-15 15:30:00
KRD_2024_015,Belge Kontrolü,2024-02-16 09:30:00,2024-02-16 11:00:00
KRD_2024_015,Hızlı Onay,2024-02-16 11:15:00,2024-02-16 11:25:00
KRD_2024_015,Ödeme İşlemi,2024-02-16 14:00:00,2024-02-16 14:15:00
KRD_2024_015,Dosya Arşivleme,2024-02-16 16:00:00,2024-02-16 16:15:00
KRD_2024_016,Başvuru Alındı,2024-02-19 10:30:00,2024-02-19 10:45:00
KRD_2024_016,Başvuru Değerlendirme,2024-02-19 11:30:00,2024-02-19 13:15:00
KRD_2024_016,Belge Kontrolü,2024-02-19 15:00:00,2024-02-19 16:30:00
KRD_2024_016,Başvuru Reddi,2024-02-20 09:00:00,2024-02-20 09:30:00
KRD_2024_016,Dosya Arşivleme,2024-02-20 11:00:00,2024-02-20 11:15:00
KRD_2024_017,Başvuru Alındı,2024-02-20 14:00:00,2024-02-20 14:15:00
KRD_2024_017,Başvuru Değerlendirme,2024-02-21 09:00:00,2024-02-21 11:30:00
KRD_2024_017,Belge Kontrolü,2024-02-21 14:00:00,2024-02-21 15:45:00
KRD_2024_017,Üst Yönetici Onayı,2024-02-22 10:00:00,2024-02-22 10:45:00
KRD_2024_017,Ödeme İşlemi,2024-02-22 14:30:00,2024-02-22 15:00:00
KRD_2024_017,Dosya Arşivleme,2024-02-22 16:30:00,2024-02-22 16:45:00
KRD_2024_018,Başvuru Alındı,2024-02-22 09:30:00,2024-02-22 09:45:00
KRD_2024_018,Başvuru Değerlendirme,2024-02-22 10:30:00,2024-02-22 12:00:00
KRD_2024_018,Belge Kontrolü,2024-02-22 14:30:00,2024-02-22 15:30:00
KRD_2024_018,Müdür Onayı,2024-02-23 09:15:00,2024-02-23 09:30:00
KRD_2024_018,Ödeme İşlemi,2024-02-23 11:00:00,2024-02-23 11:30:00
KRD_2024_018,Dosya Arşivleme,2024-02-23 15:45:00,2024-02-23 16:00:00
KRD_2024_019,Başvuru Alındı,2024-02-26 11:00:00,2024-02-26 11:15:00
KRD_2024_019,Başvuru Değerlendirme,2024-02-26 14:00:00,2024-02-26 16:00:00
KRD_2024_019,Belge Kontrolü,2024-02-27 09:00:00,2024-02-27 10:45:00
KRD_2024_019,Eksik Belge Talebi,2024-02-27 11:00:00,2024-02-27 11:15:00
KRD_2024_019,Belge Tamamlama,2024-02-29 10:30:00,2024-02-29 11:00:00
KRD_2024_019,Müdür Onayı,2024-02-29 15:00:00,2024-02-29 15:20:00
KRD_2024_019,Ödeme İşlemi,2024-03-01 09:30:00,2024-03-01 10:00:00
KRD_2024_019,Dosya Arşivleme,2024-03-01 14:30:00,2024-03-01 14:45:00
KRD_2024_020,Başvuru Alındı,2024-02-27 15:30:00,2024-02-27 15:45:00
KRD_2024_020,Başvuru Değerlendirme,2024-02-28 09:30:00,2024-02-28 11:00:00
KRD_2024_020,Belge Kontrolü,2024-02-28 14:00:00,2024-02-28 15:15:00
KRD_2024_020,Hızlı Onay,2024-02-28 15:30:00,2024-02-28 15:40:00
KRD_2024_020,Ödeme İşlemi,2024-02-29 09:00:00,2024-02-29 09:15:00
KRD_2024_020,Dosya Arşivleme,2024-02-29 11:30:00,2024-02-29 11:45:00
KRD_2024_021,Başvuru Alındı,2024-03-01 10:15:00,2024-03-01 10:30:00
KRD_2024_021,Başvuru Değerlendirme,2024-03-01 11:00:00,2024-03-01 13:30:00
KRD_2024_021,Belge Kontrolü,2024-03-01 15:00:00,2024-03-01 16:45:00
KRD_2024_021,Üst Yönetici Onayı,2024-03-04 09:30:00,2024-03-04 10:15:00
KRD_2024_021,Ödeme İşlemi,2024-03-04 14:00:00,2024-03-04 14:45:00
KRD_2024_021,Dosya Arşivleme,2024-03-04 16:30:00,2024-03-04 16:45:00
KRD_2024_022,Başvuru Alındı,2024-03-04 14:30:00,2024-03-04 14:45:00
KRD_2024_022,Başvuru Değerlendirme,2024-03-05 09:00:00,2024-03-05 10:30:00
KRD_2024_022,Belge Kontrolü,2024-03-05 11:15:00,2024-03-05 12:30:00
KRD_2024_022,Başvuru Reddi,2024-03-05 14:00:00,2024-03-05 14:45:00
KRD_2024_022,Dosya Arşivleme,2024-03-05 16:00:00,2024-03-05 16:15:00
KRD_2024_023,Başvuru Alındı,2024-03-05 11:45:00,2024-03-05 12:00:00
KRD_2024_023,Başvuru Değerlendirme,2024-03-05 14:30:00,2024-03-05 16:00:00
KRD_2024_023,Belge Kontrolü,2024-03-06 09:30:00,2024-03-06 11:00:00
KRD_2024_023,Müdür Onayı,2024-03-06 14:00:00,2024-03-06 14:20:00
KRD_2024_023,Ödeme İşlemi,2024-03-06 15:30:00,2024-03-06 16:00:00
KRD_2024_023,Dosya Arşivleme,2024-03-07 09:15:00,2024-03-07 09:30:00
KRD_2024_024,Başvuru Alındı,2024-03-07 15:00:00,2024-03-07 15:15:00
KRD_2024_024,Başvuru Değerlendirme,2024-03-08 09:00:00,2024-03-08 11:45:00
KRD_2024_024,Belge Kontrolü,2024-03-08 14:00:00,2024-03-08 15:30:00
KRD_2024_024,Eksik Belge Talebi,2024-03-08 15:45:00,2024-03-08 16:00:00
KRD_2024_024,Belge Tamamlama,2024-03-11 10:00:00,2024-03-11 10:45:00
KRD_2024_024,Müdür Onayı,2024-03-11 15:00:00,2024-03-11 15:25:00
KRD_2024_024,Ödeme İşlemi,2024-03-12 09:30:00,2024-03-12 10:15:00
KRD_2024_024,Dosya Arşivleme,2024-03-12 14:45:00,2024-03-12 15:00:00
KRD_2024_025,Başvuru Alındı,2024-03-11 09:30:00,2024-03-11 09:45:00
KRD_2024_025,Başvuru Değerlendirme,2024-03-11 10:30:00,2024-03-11 12:00:00
KRD_2024_025,Belge Kontrolü,2024-03-11 14:30:00,2024-03-11 15:45:00
KRD_2024_025,Hızlı Onay,2024-03-11 16:00:00,2024-03-11 16:10:00
KRD_2024_025,Ödeme İşlemi,2024-03-12 09:00:00,2024-03-12 09:30:00
KRD_2024_025,Dosya Arşivleme,2024-03-12 11:00:00,2024-03-12 11:15:00
KRD_2024_026,Başvuru Alındı,2024-03-12 14:15:00,2024-03-12 14:30:00
KRD_2024_026,Başvuru Değerlendirme,2024-03-13 09:30:00,2024-03-13 11:15:00
KRD_2024_026,Belge Kontrolü,2024-03-13 14:00:00,2024-03-13 16:00:00
KRD_2024_026,Üst Yönetici Onayı,2024-03-14 10:00:00,2024-03-14 10:45:00
KRD_2024_026,Ödeme İşlemi,2024-03-14 14:30:00,2024-03-14 15:15:00
KRD_2024_026,Dosya Arşivleme,2024-03-14 16:45:00,2024-03-14 17:00:00
KRD_2024_027,Başvuru Alındı,2024-03-14 11:00:00,2024-03-14 11:15:00
KRD_2024_027,Başvuru Değerlendirme,2024-03-14 14:00:00,2024-03-14 15:30:00
KRD_2024_027,Belge Kontrolü,2024-03-15 09:00:00,2024-03-15 10:30:00
KRD_2024_027,Müdür Onayı,2024-03-15 11:00:00,2024-03-15 11:20:00
KRD_2024_027,Ödeme İşlemi,2024-03-15 14:00:00,2024-03-15 14:30:00
KRD_2024_027,Dosya Arşivleme,2024-03-15 16:15:00,2024-03-15 16:30:00
KRD_2024_028,Başvuru Alındı,2024-03-18 10:45:00,2024-03-18 11:00:00
KRD_2024_028,Başvuru Değerlendirme,2024-03-18 11:30:00,2024-03-18 13:15:00
KRD_2024_028,Belge Kontrolü,2024-03-18 15:00:00,2024-03-18 16:15:00
KRD_2024_028,Başvuru Reddi,2024-03-19 09:00:00,2024-03-19 09:45:00
KRD_2024_028,Dosya Arşivleme,2024-03-19 11:30:00,2024-03-19 11:45:00
KRD_2024_029,Başvuru Alındı,2024-03-19 14:30:00,2024-03-19 14:45:00
KRD_2024_029,Başvuru Değerlendirme,2024-03-20 09:00:00,2024-03-20 11:30:00
KRD_2024_029,Belge Kontrolü,2024-03-20 14:00:00,2024-03-20 15:45:00
KRD_2024_029,Eksik Belge Talebi,2024-03-20 16:00:00,2024-03-20 16:15:00
KRD_2024_029,Belge Tamamlama,2024-03-22 10:30:00,2024-03-22 11:15:00
KRD_2024_029,Müdür Onayı,2024-03-22 15:00:00,2024-03-22 15:30:00
KRD_2024_029,Ödeme İşlemi,2024-03-25 09:00:00,2024-03-25 09:45:00
KRD_2024_029,Dosya Arşivleme,2024-03-25 14:00:00,2024-03-25 14:15:00
KRD_2024_030,Başvuru Alındı,2024-03-21 11:15:00,2024-03-21 11:30:00
KRD_2024_030,Başvuru Değerlendirme,2024-03-21 14:00:00,2024-03-21 15:45:00
KRD_2024_030,Belge Kontrolü,2024-03-22 09:30:00,2024-03-22 11:00:00
KRD_2024_030,Hızlı Onay,2024-03-22 11:15:00,2024-03-22 11:25:00
KRD_2024_030,Ödeme İşlemi,2024-03-22 14:30:00,2024-03-22 15:00:00
KRD_2024_030,Dosya Arşivleme,2024-03-22 16:30:00,2024-03-22 16:45:00
KRD_2024_031,Başvuru Alındı,2024-04-01 09:00:00,2024-04-01 09:15:00
KRD_2024_031,Başvuru Değerlendirme,2024-04-01 10:00:00,2024-04-01 12:30:00
KRD_2024_031,Belge Kontrolü,2024-04-01 14:30:00,2024-04-01 16:15:00
KRD_2024_031,Üst Yönetici Onayı,2024-04-02 10:30:00,2024-04-02 11:15:00
KRD_2024_031,Ödeme İşlemi,2024-04-02 15:00:00,2024-04-02 15:45:00
KRD_2024_031,Dosya Arşivleme,2024-04-02 16:45:00,2024-04-02 17:00:00
KRD_2024_032,Başvuru Alındı,2024-04-02 11:30:00,2024-04-02 11:45:00
KRD_2024_032,Başvuru Değerlendirme,2024-04-02 14:00:00,2024-04-02 15:30:00
KRD_2024_032,Belge Kontrolü,2024-04-03 09:00:00,2024-04-03 10:45:00
KRD_2024_032,Başvuru Reddi,2024-04-03 11:00:00,2024-04-03 11:45:00
KRD_2024_032,Dosya Arşivleme,2024-04-03 14:30:00,2024-04-03 14:45:00
KRD_2024_033,Başvuru Alındı,2024-04-03 15:15:00,2024-04-03 15:30:00
KRD_2024_033,Başvuru Değerlendirme,2024-04-04 09:30:00,2024-04-04 11:00:00
KRD_2024_033,Belge Kontrolü,2024-04-04 14:00:00,2024-04-04 15:30:00
KRD_2024_033,Müdür Onayı,2024-04-04 16:00:00,2024-04-04 16:20:00
KRD_2024_033,Ödeme İşlemi,2024-04-05 09:15:00,2024-04-05 09:45:00
KRD_2024_033,Dosya Arşivleme,2024-04-05 11:30:00,2024-04-05 11:45:00
KRD_2024_034,Başvuru Alındı,2024-04-08 10:00:00,2024-04-08 10:15:00
KRD_2024_034,Başvuru Değerlendirme,2024-04-08 11:00:00,2024-04-08 13:15:00
KRD_2024_034,Belge Kontrolü,2024-04-08 15:00:00,2024-04-08 16:45:00
KRD_2024_034,Eksik Belge Talebi,2024-04-08 17:00:00,2024-04-08 17:15:00
KRD_2024_034,Belge Tamamlama,2024-04-10 10:30:00,2024-04-10 11:15:00
KRD_2024_034,Müdür Onayı,2024-04-10 15:30:00,2024-04-10 15:50:00
KRD_2024_034,Ödeme İşlemi,2024-04-11 09:00:00,2024-04-11 09:45:00
KRD_2024_034,Dosya Arşivleme,2024-04-11 14:15:00,2024-04-11 14:30:00
KRD_2024_035,Başvuru Alındı,2024-04-09 14:45:00,2024-04-09 15:00:00
KRD_2024_035,Başvuru Değerlendirme,2024-04-10 09:00:00,2024-04-10 10:45:00
KRD_2024_035,Belge Kontrolü,2024-04-10 11:30:00,2024-04-10 12:45:00
KRD_2024_035,Hızlı Onay,2024-04-10 13:00:00,2024-04-10 13:10:00
KRD_2024_035,Ödeme İşlemi,2024-04-10 15:00:00,2024-04-10 15:30:00
KRD_2024_035,Dosya Arşivleme,2024-04-10 16:45:00,2024-04-10 17:00:00
KRD_2024_036,Başvuru Alındı,2024-04-11 11:15:00,2024-04-11 11:30:00
KRD_2024_036,Başvuru Değerlendirme,2024-04-11 14:00:00,2024-04-11 16:00:00
KRD_2024_036,Belge Kontrolü,2024-04-12 09:30:00,2024-04-12 11:15:00
KRD_2024_036,Üst Yönetici Onayı,2024-04-12 14:30:00,2024-04-12 15:15:00
KRD_2024_036,Ödeme İşlemi,2024-04-15 09:00:00,2024-04-15 09:45:00
KRD_2024_036,Dosya Arşivleme,2024-04-15 11:00:00,2024-04-15 11:15:00
KRD_2024_037,Başvuru Alındı,2024-04-15 14:30:00,2024-04-15 14:45:00
KRD_2024_037,Başvuru Değerlendirme,2024-04-16 09:00:00,2024-04-16 10:30:00
KRD_2024_037,Belge Kontrolü,2024-04-16 11:15:00,2024-04-16 12:30:00
KRD_2024_037,Başvuru Reddi,2024-04-16 14:00:00,2024-04-16 14:30:00
KRD_2024_037,Dosya Arşivleme,2024-04-16 16:00:00,2024-04-16 16:15:00
KRD_2024_038,Başvuru Alındı,2024-04-17 10:45:00,2024-04-17 11:00:00
KRD_2024_038,Başvuru Değerlendirme,2024-04-17 11:30:00,2024-04-17 13:00:00
KRD_2024_038,Belge Kontrolü,2024-04-17 15:00:00,2024-04-17 16:15:00
KRD_2024_038,Müdür Onayı,2024-04-18 09:15:00,2024-04-18 09:35:00
KRD_2024_038,Ödeme İşlemi,2024-04-18 11:00:00,2024-04-18 11:30:00
KRD_2024_038,Dosya Arşivleme,2024-04-18 14:45:00,2024-04-18 15:00:00
KRD_2024_039,Başvuru Alındı,2024-04-18 15:30:00,2024-04-18 15:45:00
KRD_2024_039,Başvuru Değerlendirme,2024-04-19 09:00:00,2024-04-19 11:30:00
KRD_2024_039,Belge Kontrolü,2024-04-19 14:00:00,2024-04-19 15:45:00
KRD_2024_039,Eksik Belge Talebi,2024-04-19 16:00:00,2024-04-19 16:15:00
KRD_2024_039,Belge Tamamlama,2024-04-22 10:00:00,2024-04-22 10:45:00
KRD_2024_039,Müdür Onayı,2024-04-22 15:00:00,2024-04-22 15:25:00
KRD_2024_039,Ödeme İşlemi,2024-04-23 09:30:00,2024-04-23 10:15:00
KRD_2024_039,Dosya Arşivleme,2024-04-23 14:30:00,2024-04-23 14:45:00
KRD_2024_040,Başvuru Alındı,2024-04-22 11:00:00,2024-04-22 11:15:00
KRD_2024_040,Başvuru Değerlendirme,2024-04-22 14:00:00,2024-04-22 15:30:00
KRD_2024_040,Belge Kontrolü,2024-04-23 09:30:00,2024-04-23 11:00:00
KRD_2024_040,Hızlı Onay,2024-04-23 11:15:00,2024-04-23 11:25:00
KRD_2024_040,Ödeme İşlemi,2024-04-23 14:00:00,2024-04-23 14:30:00
KRD_2024_040,Dosya Arşivleme,2024-04-23 16:15:00,2024-04-23 16:30:00
KRD_2024_041,Başvuru Alındı,2024-04-26 14:30:00,2024-04-26 14:45:00
KRD_2024_041,Başvuru Değerlendirme,2024-04-29 09:00:00,2024-04-29 11:45:00
KRD_2024_041,Belge Kontrolü,2024-04-29 14:30:00,2024-04-29 16:15:00
KRD_2024_041,Eksik Belge Talebi,2024-04-29 16:30:00,2024-04-29 16:45:00
KRD_2024_041,Belge Tamamlama,2024-05-02 10:15:00,2024-05-02 11:00:00
KRD_2024_041,Müdür Onayı,2024-05-02 15:30:00,2024-05-02 15:55:00
KRD_2024_041,Ödeme İşlemi,2024-05-03 09:15:00,2024-05-03 10:00:00
KRD_2024_041,Dosya Arşivleme,2024-05-03 14:45:00,2024-05-03 15:00:00
KRD_2024_042,Başvuru Alındı,2024-05-01 10:00:00,2024-05-01 10:15:00
KRD_2024_042,Başvuru Değerlendirme,2024-05-02 09:30:00,2024-05-02 11:00:00
KRD_2024_042,Belge Kontrolü,2024-05-02 14:00:00,2024-05-02 15:30:00
KRD_2024_042,Üst Yönetici Onayı,2024-05-03 10:30:00,2024-05-03 11:15:00
KRD_2024_042,Ödeme İşlemi,2024-05-03 15:00:00,2024-05-03 15:45:00
KRD_2024_042,Dosya Arşivleme,2024-05-03 16:30:00,2024-05-03 16:45:00
KRD_2024_043,Başvuru Alındı,2024-05-06 09:15:00,2024-05-06 09:30:00
KRD_2024_043,Başvuru Değerlendirme,2024-05-06 10:00:00,2024-05-06 12:15:00
KRD_2024_043,Belge Kontrolü,2024-05-06 14:30:00,2024-05-06 16:00:00
KRD_2024_043,Başvuru Reddi,2024-05-07 09:00:00,2024-05-07 09:45:00
KRD_2024_043,Dosya Arşivleme,2024-05-07 11:15:00,2024-05-07 11:30:00
KRD_2024_044,Başvuru Alındı,2024-05-07 15:00:00,2024-05-07 15:15:00
KRD_2024_044,Başvuru Değerlendirme,2024-05-08 09:00:00,2024-05-08 10:45:00
KRD_2024_044,Belge Kontrolü,2024-05-08 11:30:00,2024-05-08 12:45:00
KRD_2024_044,Hızlı Onay,2024-05-08 13:00:00,2024-05-08 13:10:00
KRD_2024_044,Ödeme İşlemi,2024-05-08 15:30:00,2024-05-08 16:00:00
KRD_2024_044,Dosya Arşivleme,2024-05-08 16:45:00,2024-05-08 17:00:00
KRD_2024_045,Başvuru Alındı,2024-05-09 11:30:00,2024-05-09 11:45:00
KRD_2024_045,Başvuru Değerlendirme,2024-05-09 14:00:00,2024-05-09 16:30:00
KRD_2024_045,Belge Kontrolü,2024-05-10 09:00:00,2024-05-10 11:15:00
KRD_2024_045,Eksik Belge Talebi,2024-05-10 11:30:00,2024-05-10 11:45:00
KRD_2024_045,Belge Tamamlama,2024-05-13 10:00:00,2024-05-13 10:45:00
KRD_2024_045,Müdür Onayı,2024-05-13 15:15:00,2024-05-13 15:40:00
KRD_2024_045,Ödeme İşlemi,2024-05-14 09:30:00,2024-05-14 10:15:00
KRD_2024_045,Dosya Arşivleme,2024-05-14 14:30:00,2024-05-14 14:45:00
KRD_2024_046,Başvuru Alındı,2024-05-13 14:15:00,2024-05-13 14:30:00
KRD_2024_046,Başvuru Değerlendirme,2024-05-14 09:00:00,2024-05-14 10:30:00
KRD_2024_046,Belge Kontrolü,2024-05-14 11:15:00,2024-05-14 12:30:00
KRD_2024_046,Müdür Onayı,2024-05-14 15:00:00,2024-05-14 15:20:00
KRD_2024_046,Ödeme İşlemi,2024-05-15 09:00:00,2024-05-15 09:30:00
KRD_2024_046,Dosya Arşivleme,2024-05-15 11:45:00,2024-05-15 12:00:00
KRD_2024_047,Başvuru Alındı,2024-05-15 15:45:00,2024-05-15 16:00:00
KRD_2024_047,Başvuru Değerlendirme,2024-05-16 09:30:00,2024-05-16 11:45:00
KRD_2024_047,Belge Kontrolü,2024-05-16 14:00:00,2024-05-16 15:45:00
KRD_2024_047,Üst Yönetici Onayı,2024-05-17 10:00:00,2024-05-17 10:45:00
KRD_2024_047,Ödeme İşlemi,2024-05-17 14:30:00,2024-05-17 15:15:00
KRD_2024_047,Dosya Arşivleme,2024-05-17 16:30:00,2024-05-17 16:45:00
KRD_2024_048,Başvuru Alındı,2024-05-20 10:30:00,2024-05-20 10:45:00
KRD_2024_048,Başvuru Değerlendirme,2024-05-20 11:15:00,2024-05-20 13:00:00
KRD_2024_048,Belge Kontrolü,2024-05-20 15:00:00,2024-05-20 16:30:00
KRD_2024_048,Başvuru Reddi,2024-05-21 09:00:00,2024-05-21 09:30:00
KRD_2024_048,Dosya Arşivleme,2024-05-21 11:00:00,2024-05-21 11:15:00
KRD_2024_049,Başvuru Alındı,2024-05-21 14:00:00,2024-05-21 14:15:00
KRD_2024_049,Başvuru Değerlendirme,2024-05-22 09:00:00,2024-05-22 10:45:00
KRD_2024_049,Belge Kontrolü,2024-05-22 11:30:00,2024-05-22 12:45:00
KRD_2024_049,Hızlı Onay,2024-05-22 13:00:00,2024-05-22 13:10:00
KRD_2024_049,Ödeme İşlemi,2024-05-22 15:00:00,2024-05-22 15:30:00
